"cmd"
0,653043031692505
0,663218975067139
0,666039943695068
0,644996881484985
0,677937984466553
0,656957149505615
0,64525580406189
0,657732963562012
0,656512022018433
0,664918184280396
0,658867120742798
0,661874055862427
0,657136201858521
0,65446400642395
0,674037933349609
0,641759872436523
0,660233020782471
0,660818099975586
0,654008865356445
0,655793905258179
0,676796197891235
0,663713216781616
0,681631088256836
0,639709949493408
0,6493239402771
0,655802965164185
0,655537843704224
0,660598993301392
0,667799949645996
0,648940086364746
0,652766942977905
0,648855924606323
0,665793895721436
0,661127090454102
0,663786172866821
0,663826942443848
0,673830986022949
0,670520067214966
0,638447999954224
0,662991046905518
0,645129203796387
0,633802175521851
0,630134105682373
0,644819974899292
0,638220071792603
0,665028095245361
0,653510808944702
0,660145998001099
0,661980867385864
0,643448829650879
