"cmd"
3,42169499397278
3,31920409202576
3,36413407325745
3,59602117538452
3,40863680839539
3,48237991333008
3,42656087875366
3,58310699462891
3,48149704933167
3,50548100471497
3,6760630607605
3,72715401649475
3,45329880714417
3,55900502204895
3,44089508056641
3,64407896995544
3,65656495094299
3,53091907501221
3,6782660484314
4,56020498275757
4,2268750667572
4,36867308616638
3,57136011123657
3,67976212501526
3,54122018814087
3,58086895942688
3,46747612953186
3,5215048789978
3,86958503723145
4,1289849281311
4,55137705802917
4,4331259727478
3,6797399520874
3,54984307289124
3,97731280326843
3,60034203529358
3,62748789787292
3,67285919189453
3,41639113426208
3,55567312240601
3,92043995857239
4,29237794876099
4,07191109657288
4,22494602203369
3,77180695533752
3,56218695640564
3,46973586082458
3,51350617408752
3,49626207351685
3,55347394943237
