"cmd"
0,294884204864502
0,273843050003052
0,276297092437744
0,267815828323364
0,2763991355896
0,275973081588745
0,279332160949707
0,289463043212891
0,281613826751709
0,280716896057129
0,272314071655273
0,278199195861816
0,279989004135132
0,276376962661743
0,275283813476562
0,275074005126953
0,266268968582153
0,268562078475952
0,2935631275177
0,27436900138855
0,275866985321045
0,288617849349976
0,282903909683228
0,28497314453125
0,281461954116821
0,284175872802734
0,279793977737427
0,274678945541382
0,27671480178833
0,281835079193115
0,284204959869385
0,27622389793396
0,273206949234009
0,274383068084717
0,277346134185791
0,272243022918701
0,278778076171875
0,270709037780762
0,281224012374878
0,282101154327393
0,27777099609375
0,275561094284058
0,274190187454224
0,275262117385864
0,283716917037964
0,278362035751343
0,281036853790283
0,276520967483521
0,283113956451416
0,271098136901855
